company_name,establishment_name,state,naics_code,industry_description,size,employees,total_injuries,total_deaths,total_dafw_cases,total_djtr_cases,risk_score,normalized_risk,injury_rate,fatality_rate,severity_load,lost_time_index,industry_avg_risk,risk_z_score,risk_category
US Postal Service,JACKSON_1437869,MI,491110,Mail and Parcel Delivery,1,5.0,3,0,3,0,9.97,1994.0,600.0,0.0,3,97,9.91,0.0,NORMAL RISK
"Comcast Cable Communications Management, LLC",TNH05,TN,517111,Cable and Other Subscription Programming,1,2.0,1,0,1,0,3.97,1985.0,500.0,0.0,1,97,4.31,-0.04,NORMAL RISK
US Postal Service,GREENWOOD_1365698,MS,491110,Mail and Parcel Delivery,1,4.0,2,0,2,0,7.93,1982.5,500.0,0.0,2,193,9.91,-0.13,NORMAL RISK
ROLLING FRITO LAY SALES,BALTIMORE DC   EmpWorkCtrCd 30000802,MD,424450,Confectionery Merchant Wholesalers,1,12.0,8,0,2,6,23.72,1976.67,666.67,0.0,8,272,5.29,0.2,NORMAL RISK
Municipality of Anchorage,MOA Fire Department Fire Maintenance Shop,AK,922160,"Firefighting (except forest), government and volunteer (except private)",1,7.0,4,0,2,2,13.77,1967.14,571.43,0.0,4,277,19.65,-0.09,NORMAL RISK
Dart Entities,Dart Warehouse Corporation - Aurora,IL,493110,"Public warehousing and storage (except self storage), general merchandise",3,4.0,2,0,2,0,7.85,1962.5,500.0,0.0,2,185,22.18,-0.18,NORMAL RISK
Boston Childrens Hospital,579-23 BCH Needham,MA,238310,Gypsum board installation,1,2.0,1,0,1,0,3.92,1960.0,500.0,0.0,1,92,5.51,-0.12,NORMAL RISK
THE ALLIANCE FOR COMMUNITY WELLNESS,RWS Youth for Change,CA,621420,621420 Outpatient Mental Health and Substance Abuse Centers,1,1.0,0,0,0,1,1.96,1960.0,0.0,0.0,1,46,2.85,-0.05,NORMAL RISK
SmartStop Storage Advisors LLC,6078 SmartStop - Aurora Gartrell,CO,531312,"Property managing, nonresidential real estate",1,2.0,1,0,1,0,3.92,1960.0,500.0,0.0,1,92,2.61,0.15,NORMAL RISK
"BCPS HoldCo, LLC",BCPS - Ashe Clinic,NC,621330,"Social workers' , mental health, offices (e.g., centers, clinics)",1,2.0,1,0,1,0,3.92,1960.0,500.0,0.0,1,92,4.46,-0.06,NORMAL RISK
Tidal Wave Auto Spa of Hampstead NC Surf City,Tidal Wave Auto Spa of Hampstead NC Surf City,NC,811192,Car washes,1,6.0,3,0,3,0,11.69,1948.33,500.0,0.0,3,269,1.98,2.47,HIGH RISK OUTLIER
US Postal Service,HYATTSVILLE_1434414,MD,491110,Mail and Parcel Delivery,1,11.0,8,0,6,0,21.42,1947.27,727.27,0.0,6,142,9.91,0.75,NORMAL RISK
US Postal Service,LOG BETHPAGE_1558070,NY,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.89,1945.0,500.0,0.0,1,89,9.91,-0.39,NORMAL RISK
GOODWILL OF SF BAY,5246_Donation Site - Mill Valley,CA,459510,Used Merchandise Retailer,21,2.0,1,0,1,0,3.87,1935.0,500.0,0.0,1,87,4.12,-0.01,NORMAL RISK
Republic Services,Illiana Transfer Station III Crown Point,IN,562111,Garbage collection services,1,2.0,1,0,1,0,3.86,1930.0,500.0,0.0,1,86,10.51,-0.33,NORMAL RISK
US Postal Service,TERRE HAUTE_1436240,IN,491110,Mail and Parcel Delivery,1,4.0,3,0,2,0,7.69,1922.5,750.0,0.0,2,69,9.91,-0.15,NORMAL RISK
US Postal Service,CRANE_1359738,MO,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.84,1920.0,500.0,0.0,1,84,9.91,-0.4,NORMAL RISK
CITY OF WINONA,Central Garage,MN,921190,Other General Government Support,1,4.0,2,0,2,0,7.67,1917.5,500.0,0.0,2,167,15.19,-0.15,NORMAL RISK
ROLLING FRITO LAY SALES,AUSTIN DC   EmpWorkCtrCd 30001673,TX,424450,Confectionery Merchant Wholesalers,1,12.0,8,0,2,5,23.01,1917.5,666.67,0.0,7,351,5.29,0.2,NORMAL RISK
North Tarrant Express Mobility Partners Segments 3,North Tarrant Express Mobility Partners Segments 3,TX,237310,"Repair, highway, road, street, bridge or airport runway",1,11.0,6,0,1,5,21.09,1917.27,545.45,0.0,6,559,5.74,1.32,ABOVE AVERAGE RISK
"Ridge Run Baseball, LLC","Ridge Run Baseball, LLC",MT,711211,"Baseball clubs, professional or semiprofessional",21,17.0,21,0,0,7,32.58,1916.47,1235.29,0.0,7,108,75.37,-0.32,NORMAL RISK
Sutter Bay Medical Foundation,Sutter Bay Medical Foundation 30743,CA,621111,Healthcare,1,2.0,1,0,1,0,3.83,1915.0,500.0,0.0,1,83,3.44,0.03,NORMAL RISK
Dyersville Ready Mix Inc DBA BARD Materials,Stockton Plant,IL,327320,Ready-mix concrete manufacturing and distributing,1,2.0,1,0,1,0,3.83,1915.0,500.0,0.0,1,83,4.37,-0.02,NORMAL RISK
E C Barton & Company,6294,RI,444110,"Home centers, building materials",1,4.0,2,0,1,1,7.65,1912.5,500.0,0.0,2,215,9.57,-0.25,NORMAL RISK
Grace Management,Dirigo Pines,ME,623312,Assisted-living facilities without on-site nursing care facilities,21,9.0,12,0,1,1,17.2,1911.11,1333.33,0.0,2,170,6.93,1.1,ABOVE AVERAGE RISK
City of Corona,Fire Station 7,CA,922160,"Fire departments (e.g., government, volunteer (except private))",1,4.0,2,0,2,0,7.57,1892.5,500.0,0.0,2,157,19.65,-0.19,NORMAL RISK
Quality behavioral Outcomes LLC,Aurora Jane TBC CO,CO,621112,ABA Therapy,21,20.0,15,0,5,7,37.85,1892.5,750.0,0.0,12,235,4.37,3.33,CRITICAL OUTLIER
Sodexo  Inc.,SODEXO AT MERCK DESOTO ADMIN,KS,722310,Food Service Contractors,1,2.0,1,0,1,0,3.78,1890.0,500.0,0.0,1,78,1.39,0.4,NORMAL RISK
"COGECO US FINANCE, LLC (d/b/a BREEZELINE)",Breezeline - Uniontown,PA,517111,"Internet service providers, using own operated wired telecommunications infrastructure (e.g., cable, DSL)",22,9.0,7,0,2,3,17.0,1888.89,777.78,0.0,5,150,4.31,1.33,ABOVE AVERAGE RISK
Coastline Electrical Construction Corp.,Coastline Electrical Construction Corp.,NY,238210,Electrical contractors,21,2.0,1,0,1,0,3.76,1880.0,500.0,0.0,1,76,4.16,-0.04,NORMAL RISK
Crystal Greens Landcape,"Crystal Greens Landscape , LLC",OR,561730,Landscape installation services,22,7.0,3,0,4,1,13.15,1878.57,428.57,0.0,5,65,6.22,0.52,NORMAL RISK
Fine Swine LLC,Fox Hill Barn,OH,112210,"Hog and pig (including breeding, farrowing, nursery, and finishing activities) farming",21,21.0,12,0,12,1,39.2,1866.67,571.43,0.0,13,170,7.12,1.18,ABOVE AVERAGE RISK
Blue Chip Pros,5257   Macys IL State Street,IL,561720,,1,3.0,2,0,1,0,5.59,1863.33,666.67,0.0,1,159,3.25,0.13,NORMAL RISK
ROLLING FRITO LAY SALES,DELTA BIN   EmpWorkCtrCd 32654684,UT,424450,Confectionery Merchant Wholesalers,1,2.0,1,0,1,0,3.72,1860.0,500.0,0.0,1,72,5.29,-0.02,NORMAL RISK
BrightView,49270 Closed  BVTS  Santa Clara Tree,CA,561730,Landscaping Services,1,2.0,2,0,0,1,3.71,1855.0,1000.0,0.0,1,21,6.22,-0.19,NORMAL RISK
BANCROFT A NEW JERSEY NONPROFIT CORP,Walton,NJ,623990,Orphanages,22,226.0,157,0,86,34,418.82,1853.19,694.69,0.0,120,3882,7.89,16.2,CRITICAL OUTLIER
X4 Logistics LLC,DCY1,CT,492110,Express delivery services (except establishments operating under a universal service obligation),21,68.0,61,0,31,0,125.98,1852.65,897.06,0.0,31,298,32.44,1.35,ABOVE AVERAGE RISK
Washington Metropolitan Area Transit Authority,6600 Telegraph Road,VA,811213,Communication equipment repair and maintenance services,21,63.0,0,0,1,0,116.47,1848.73,0.0,0.0,1,11447,10.76,3.61,CRITICAL OUTLIER
Ricoh USA Inc,1552 - Unitedhealth Gr,TX,423420,Office Equipment,1,2.0,1,0,0,1,3.69,1845.0,500.0,0.0,1,119,0.26,2.98,HIGH RISK OUTLIER
Beth Israel Lahey Health,"LAHEY CLINIC HOSPITAL, INC.",MA,622110,,22,56.0,59,0,16,0,103.24,1843.57,1053.57,0.0,16,1224,80.37,0.15,NORMAL RISK
Authorized Acquisition LLC (AA Medical),Authorized Acquisition LLC (AA Medical),IL,456199,Medical equipment and supplies stores,21,3.0,2,0,1,1,5.52,1840.0,666.67,0.0,2,2,3.08,0.41,NORMAL RISK
"Brewster Ambulance Service, Inc.","Brewster Ambulance Service, Inc. 7 Main Street, Framingham, MA",MA,621910,"Ambulance services, air or ground",1,5.0,4,0,1,2,9.2,1840.0,800.0,0.0,3,20,9.95,-0.03,NORMAL RISK
PRIDE Industries,MARE ISLAND US FOREST SVC,CA,561720,Janitorial,1,3.0,1,0,1,0,5.51,1836.67,333.33,0.0,1,251,3.25,0.13,NORMAL RISK
Progress Industries,Larchwood,IA,623210,Residential Intellectual and Developmental Disability Facilities,1,5.0,2,0,2,0,9.16,1832.0,400.0,0.0,2,316,5.7,0.16,NORMAL RISK
Myers Industries - Akro Mils,Myers Industries - Akro Mils,OH,326199,"Utility containers (e.g., baskets, bins, boxes, buckets, dishpans, pails), plastics (except foam), manufacturing",22,6.0,3,0,1,3,10.97,1828.33,500.0,0.0,4,147,9.2,0.13,NORMAL RISK
CBRE Inc,CBRE-3801 Kennett Pike,DE,561210,Activities related to Real Estate and Facilities Support Services,1,3.0,2,0,1,0,5.47,1823.33,666.67,0.0,1,147,1.67,0.27,NORMAL RISK
Villa Esperanza Services,Chester,CA,623210,"Group homes, intellectual and developmental disability",1,9.0,5,0,4,0,16.38,1820.0,555.56,0.0,4,338,5.7,0.49,NORMAL RISK
Westport Properties Inc,SAN ANTONIO  LAREDO,TX,531130,Lessors of self storage units,3,3.0,2,0,0,2,5.45,1816.67,666.67,0.0,2,45,1.34,0.64,NORMAL RISK
Thomas Cuisine,Thomas Cuisine @ Cody Regional Health,WY,722310,"Food service contractors, cafeteria",1,2.0,1,0,1,0,3.63,1815.0,500.0,0.0,1,63,1.39,0.38,NORMAL RISK
North Iowa Cooperative-Plymouth,North Iowa Cooperative- Plymouth,IA,424510,Dry beans merchant wholesalers,1,2.0,1,0,0,1,3.63,1815.0,500.0,0.0,1,113,1.61,0.7,NORMAL RISK
"Goodwill Industries of Southern Nevada, Inc.",Centennial Store,NV,453310,"Thrift shops, used merchandise",21,39.0,28,0,0,28,70.73,1813.59,717.95,0.0,28,73,3.74,9.29,CRITICAL OUTLIER
SKYVENTURE SILICON VALLEY LLC,SFB-SFB-IFLY SFBAY,CA,713990,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,1,7.0,5,0,2,0,12.69,1812.86,714.29,0.0,2,369,5.57,0.51,NORMAL RISK
Leslie's Poolmart Inc,Store 1074,TX,453998,Swimming pool supply stores,1,2.0,1,0,1,0,3.62,1810.0,500.0,0.0,1,62,1.11,1.12,ABOVE AVERAGE RISK
Town of Broadus,Town of Broadus,MT,921110,"Executive offices, federal, state, and local (e.g., governor, mayor, president)",1,4.0,2,0,1,1,7.22,1805.0,500.0,0.0,2,172,14.73,-0.16,NORMAL RISK
Optimize Electric,Optimize Electric Inc,SD,238210,Electrical,21,2.0,1,0,1,0,3.61,1805.0,500.0,0.0,1,61,4.16,-0.06,NORMAL RISK
Ferrara Brothers,22009,NY,327320,Ready-mix concrete manufacturing and distributing,21,23.0,11,0,10,1,41.36,1798.26,478.26,0.0,11,886,4.37,1.11,ABOVE AVERAGE RISK
US Postal Service,ROCHELLE PARK_1379576,NJ,491110,Mail and Parcel Delivery,1,4.0,2,0,2,0,7.18,1795.0,500.0,0.0,2,118,9.91,-0.18,NORMAL RISK
Connecticut Childrens Hospital,851-23 CT Childrens Hospital,CT,238310,Gypsum board installation,1,2.0,1,0,0,1,3.59,1795.0,500.0,0.0,1,109,5.51,-0.14,NORMAL RISK
CAMDEN DEVELOPMENT INC,CAMDEN FAIRVIEW,NC,531110,Lessors Residential Bldgs Dwellings,1,2.0,1,0,1,0,3.59,1795.0,500.0,0.0,1,59,2.34,0.15,NORMAL RISK
Treasure Valley Family YMCA,Camp at Horsethief Reservoir,ID,721214,"Camps (except day, instructional)",21,8.0,4,0,2,3,14.35,1793.75,500.0,0.0,5,185,8.91,0.28,NORMAL RISK
US Postal Service,BROOKLYN CURTIS BAY_1434370,MD,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.58,1790.0,500.0,0.0,1,58,9.91,-0.41,NORMAL RISK
US Postal Service,GREENWOOD_1365703,WA,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.58,1790.0,500.0,0.0,1,58,9.91,-0.41,NORMAL RISK
ROLLING FRITO LAY SALES,CHARLESTON PEC   EmpWorkCtrCd 30001568,SC,424450,Confectionery Merchant Wholesalers,1,4.0,2,0,0,2,7.15,1787.5,500.0,0.0,2,215,5.29,0.02,NORMAL RISK
Department of Homeless Services,30th Street Men's Shelter,NY,923130,Community social service program administration,1,10.0,4,0,4,0,17.8,1780.0,400.0,0.0,4,580,4.07,1.13,ABOVE AVERAGE RISK
Innovative Services INC,Erv Ct-268 (closed 2024),WI,623210,"Group homes, intellectual and developmental disability",1,3.0,3,0,1,0,5.33,1776.67,1000.0,0.0,1,33,5.7,-0.02,NORMAL RISK
Tennyson Center for Children,Residential Services,CO,623210,"Group homes, intellectual and developmental disability",21,30.0,26,0,5,10,53.3,1776.67,866.67,0.0,15,230,5.7,2.2,HIGH RISK OUTLIER
US Postal Service,CABRILLO_1356563,CA,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.54,1770.0,500.0,0.0,1,54,9.91,-0.42,NORMAL RISK
"VRC Companies, LLC",LAX6,CA,493190,Document storage and warehousing,21,10.0,5,0,3,2,17.66,1766.0,500.0,0.0,5,366,3.45,2.0,ABOVE AVERAGE RISK
US Postal Service,VERO BEACH FINANCE_1354295,FL,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.53,1765.0,500.0,0.0,1,53,9.91,-0.42,NORMAL RISK
FUNDACION PARA EL DESARROLLO DEL HOGAR PROPIO INC.,CENTRO MINI MINI / VILLAS DE LOIZA,PR,611710,Educational support services,1,12.0,7,0,7,0,21.18,1765.0,583.33,0.0,7,18,5.38,1.62,ABOVE AVERAGE RISK
US Postal Service,BROADWAY_1355941,TX,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.53,1765.0,500.0,0.0,1,53,9.91,-0.42,NORMAL RISK
"VRC Companies, LLC",SFO Palou,CA,493190,Document storage and warehousing,1,2.0,2,0,0,1,3.53,1765.0,1000.0,0.0,1,3,3.45,0.01,NORMAL RISK
RotoCo LLC,Lancaster Branch,CA,238220,Plumbing contractors,1,11.0,6,0,4,1,19.4,1763.64,545.45,0.0,5,390,6.17,0.9,NORMAL RISK
"Fine Swine, LLC",Rapid Ford Farm,OH,112210,Pig farming,21,21.0,12,0,11,1,37.03,1763.33,571.43,0.0,12,153,7.12,1.1,ABOVE AVERAGE RISK
Great Falls Inn-Vestments LLC,Best Western Plus Riverfront,MT,721110,Hotels (except casino hotels),21,2.0,2,0,0,1,3.52,1760.0,1000.0,0.0,1,2,8.52,-0.22,NORMAL RISK
SmartStop Storage Advisors LLC,8616 SmartStop - Oxford,FL,531312,"Property managing, nonresidential real estate",1,2.0,1,0,0,1,3.52,1760.0,500.0,0.0,1,102,2.61,0.11,NORMAL RISK
United Cerebral Palsy of Georgia,United Cerebral Palsy of Georgia-Cedar Mill,GA,624120,"Activity centers for disabled persons, the elderly, and persons diagnosed with intellectual and developmental disabilities",1,4.0,2,0,1,1,7.03,1757.5,500.0,0.0,2,153,5.72,0.1,NORMAL RISK
Springbrook NY Inc,Springbrook NY Inc - Binghamton Day Hab 675,NY,623210,,1,4.0,3,0,2,0,7.02,1755.0,750.0,0.0,2,2,5.7,0.06,NORMAL RISK
US Postal Service,ELROY_1362487,WI,491110,Mail and Parcel Delivery,1,2.0,1,0,0,1,3.51,1755.0,500.0,0.0,1,101,9.91,-0.42,NORMAL RISK
US Postal Service,JEFFERSON PARK_1441668,IL,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.51,1755.0,500.0,0.0,1,51,9.91,-0.42,NORMAL RISK
US Postal Service,MONTGOMERY_1373625,TX,491110,Mail and Parcel Delivery,1,3.0,2,0,0,2,5.26,1753.33,666.67,0.0,2,26,9.91,-0.3,NORMAL RISK
US Postal Service,SAN JUAN PR MPA2_1565594,PR,491110,Mail and Parcel Delivery,21,20.0,10,0,10,0,34.97,1748.5,500.0,0.0,10,497,9.91,1.64,ABOVE AVERAGE RISK
Utz Quality Foods LLC,Wildwood FL,FL,424410,General Line Grocery Merchant Wholesalers,1,2.0,1,0,0,1,3.48,1740.0,500.0,0.0,1,98,34.97,-0.6,NORMAL RISK
Eden Housing,5903_13147,CA,531311,,3,2.0,1,0,1,0,3.48,1740.0,500.0,0.0,1,48,1.79,0.21,NORMAL RISK
"Lupton Excavation, Inc.","Lupton Excavation, Inc.",CA,238910,Excavation contractors,2,3.0,3,0,1,0,5.19,1730.0,1000.0,0.0,1,19,3.32,0.34,NORMAL RISK
US Postal Service,ORANGEWOOD_1376231,CA,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.46,1730.0,500.0,0.0,1,46,9.91,-0.42,NORMAL RISK
US Postal Service,KENMORE_1433787,NY,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.46,1730.0,500.0,0.0,1,46,9.91,-0.42,NORMAL RISK
Prestige Painting Worldwide,Prestige Painting Worldwide,MO,238160,"Painting, spraying, or coating, roof",21,4.0,1,0,1,0,6.92,1730.0,250.0,0.0,1,392,4.51,0.3,NORMAL RISK
US Postal Service,HUNTLEY_1367680,IL,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.45,1725.0,500.0,0.0,1,45,9.91,-0.42,NORMAL RISK
TRUCKPRO LLC,000018-GREENVILLE MS,MS,441310,Motor Vehicle Supplies & New Parts Wholesale,1,7.0,2,0,3,0,12.04,1720.0,285.71,0.0,3,404,2.7,1.28,ABOVE AVERAGE RISK
US Postal Service,HAUPPAUGE_1433773,NY,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.44,1720.0,500.0,0.0,1,44,9.91,-0.42,NORMAL RISK
"Flyers Transportation, LLC.",117902 - Concord Yard,CA,484220,"specialized freight, trucking",1,4.0,2,0,2,0,6.88,1720.0,500.0,0.0,2,88,5.57,0.12,NORMAL RISK
US Postal Service,NORTHWEST_1375581,AZ,491110,Mail and Parcel Delivery,1,4.0,2,0,2,0,6.85,1712.5,500.0,0.0,2,85,9.91,-0.2,NORMAL RISK
Jackson Hospital,Jackson Hospital - Main,FL,622110,"Hospitals, general medical and surgical",3,27.0,38,0,4,0,46.2,1711.11,1407.41,0.0,4,20,80.37,-0.22,NORMAL RISK
Ageless Men's Health,AGELESS MENS HEALTH PC Brooklyn,NY,621111,"Physicians' (except mental health) offices (e.g., centers, clinics)",1,3.0,3,0,1,0,5.13,1710.0,1000.0,0.0,1,13,3.44,0.12,NORMAL RISK
"Secure Transportation Company, Inc.",Kansas City Montana,MO,485999,Shuttle services (except employee bus),1,2.0,1,0,1,0,3.42,1710.0,500.0,0.0,1,42,5.01,-0.23,NORMAL RISK
HYVEE INC,FDI Balloons,IA,424930,Flower Nursery Stock and Florists Supplies Merchant Wholesalers,21,3.0,2,0,1,0,5.12,1706.67,666.67,0.0,1,112,8.15,-0.24,NORMAL RISK
Sodexo  Inc.,SODEXO AT P and G DYMC ADMIN,OH,561720,Building Cleaning Maintenance,1,2.0,1,0,1,0,3.41,1705.0,500.0,0.0,1,41,3.25,0.01,NORMAL RISK
US Postal Service,CRESCENT_1440481,CA,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.41,1705.0,500.0,0.0,1,41,9.91,-0.42,NORMAL RISK
Mayor and City Council of Baltimore City DBA Department of Public Works,Bowleys Lane Yard,MD,562111,Waste Disposal,22,127.0,65,0,53,17,216.37,1703.7,511.81,0.0,70,1987,10.51,10.25,CRITICAL OUTLIER
US Postal Service,SAINT CLAIR_1380304,MI,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.4,1700.0,500.0,0.0,1,40,9.91,-0.43,NORMAL RISK
Sodexo  Inc.,SODEXO AT ST PAULS MANOR,CA,722310,Food Service Contractors,1,2.0,1,0,1,0,3.4,1700.0,500.0,0.0,1,40,1.39,0.34,NORMAL RISK
Ramapo Rescue Dog Foundation,290 Ramapo Rescue Dog Foundation,NY,812910,Pet training services,1,2.0,1,0,1,0,3.4,1700.0,500.0,0.0,1,40,4.77,-0.08,NORMAL RISK
Clean Harbors,Safety Kleen Systems Inc 77P83,OR,562112,,1,2.0,1,0,0,1,3.39,1695.0,500.0,0.0,1,89,0.46,1.84,ABOVE AVERAGE RISK
Sodexo  Inc.,SODEXO AT USMC E FACILITIES PARRIS ISLAN,SC,561720,Building Cleaning Maintenance,1,2.0,1,0,0,1,3.39,1695.0,500.0,0.0,1,89,3.25,0.01,NORMAL RISK
US Postal Service,SEDGWICK_1381146,KS,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.39,1695.0,500.0,0.0,1,39,9.91,-0.43,NORMAL RISK
Merrill Gardens,Merrill Gardens at Madison,AL,623312,Assisted-living facilities without on-site nursing care facilities,21,8.0,6,0,2,2,13.5,1687.5,750.0,0.0,4,50,6.93,0.71,NORMAL RISK
Sodexo  Inc.,SODEXO AT MERRIMACK FOOD TRUCK,MA,722310,Food Service Contractors,1,3.0,1,0,1,0,5.06,1686.67,333.33,0.0,1,206,1.39,0.62,NORMAL RISK
Volumod Indy LLC,Volumod Indy LLC,IN,321991,Manufactured (mobile) homes manufacturing,22,3.0,2,0,0,2,5.05,1683.33,666.67,0.0,2,5,22.26,-0.86,NORMAL RISK
"BEECAN HEALTH, LLC",MACLAY HEALTHCARE CENTER,CA,623110,Nursing homes,22,13.0,14,0,0,3,21.85,1680.77,1076.92,0.0,3,335,13.46,0.48,NORMAL RISK
US Postal Service,DREISER LOOP_1361297,NY,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.35,1675.0,500.0,0.0,1,35,9.91,-0.43,NORMAL RISK
CalPortland,National City Cement Terminal,CA,327310,Cement clinker manufacturing,1,3.0,2,0,0,2,5.02,1673.33,666.67,0.0,2,2,1.92,1.0,NORMAL RISK
Brickworks Property Restoration,Brickworks,MI,238140,Masonry contractors,21,3.0,5,0,0,0,5.0,1666.67,1666.67,0.0,0,0,5.24,-0.02,NORMAL RISK
Challenge Enterprises,"Challenge Enterprises North Florida, Inc.",FL,624310,Job training and related services,3,3.0,5,0,0,0,5.0,1666.67,1666.67,0.0,0,0,3.52,0.16,NORMAL RISK
Precision Underground Utilities LLC,Precision Underground Utilities LLC,IA,237130,Fiber optic cable transmission line construction,22,3.0,5,0,0,0,5.0,1666.67,1666.67,0.0,0,0,4.24,0.07,NORMAL RISK
US Postal Service,GILBERTS_1364763,IL,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.33,1665.0,500.0,0.0,1,33,9.91,-0.43,NORMAL RISK
US Postal Service,MAIN OFFICE CARRIER SECTION_1378768,ME,491110,Mail and Parcel Delivery,21,24.0,13,0,5,7,39.88,1661.67,541.67,0.0,12,638,9.91,1.96,ABOVE AVERAGE RISK
US Postal Service,WASHINGTON_1386522,MS,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.32,1660.0,500.0,0.0,1,32,9.91,-0.43,NORMAL RISK
US Postal Service,RICHMOND_1379263,KY,491110,Mail and Parcel Delivery,1,4.0,2,0,2,0,6.61,1652.5,500.0,0.0,2,61,9.91,-0.22,NORMAL RISK
Country Partners Cooperative,Country Partners Cooperative - Anselmo,NE,447190,Other Gasoline Stations,3,2.0,1,0,1,0,3.3,1650.0,500.0,0.0,1,30,1.79,0.58,NORMAL RISK
US Postal Service,EAGLEVILLE_1436434,PA,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.3,1650.0,500.0,0.0,1,30,9.91,-0.43,NORMAL RISK
Envirotest Systems Corporation,35039 - Twinsburg - Ohio E-Check,OH,811198,"Emissions testing without repair, automotive",1,4.0,1,0,1,0,6.6,1650.0,250.0,0.0,1,360,3.16,0.47,NORMAL RISK
E0263-Tidal Wave Auto Spa of Winchester KY,E0263-Tidal Wave Auto Spa of Winchester KY,KY,811192,Car washes,1,6.0,3,0,3,0,9.89,1648.33,500.0,0.0,3,89,1.98,2.01,HIGH RISK OUTLIER
MAJCO LLC,1043,CA,441320,Tire Dealers,1,4.0,3,0,1,1,6.59,1647.5,750.0,0.0,2,9,3.36,0.7,NORMAL RISK
Dayton Freight Lines Inc.,622-OSHLH,WI,484122,Transportation,1,2.0,1,0,1,0,3.29,1645.0,500.0,0.0,1,29,10.61,-0.45,NORMAL RISK
Natural Green Landscape,"Landscape, Construction & Irrigation",CA,561730,Landscape care and maintenance services,22,4.0,5,0,0,1,6.58,1645.0,1250.0,0.0,1,8,6.22,0.03,NORMAL RISK
US Postal Service,FORT WORTH TX PSA_1563144,TX,491110,Mail and Parcel Delivery,1,11.0,6,0,4,2,18.07,1642.73,545.45,0.0,6,107,9.91,0.53,NORMAL RISK
"Neosho Smoke, LLC","Neosho Smoke, LLC",MO,423990,"Wood products (e.g., chips, posts, shavings, ties) merchant wholesalers",22,40.0,28,0,2,21,65.64,1641.0,700.0,0.0,23,214,5.38,4.09,CRITICAL OUTLIER
AMERICAN MED RESPONSEGLOBAL MED RESPONSE 015025,Worcester Ma Vital - 48540,MA,621910,,1,2.0,1,0,1,0,3.28,1640.0,500.0,0.0,1,28,9.95,-0.29,NORMAL RISK
Flower's Baking Company,Huntsville WH,AL,311812,Commercial bakeries,1,2.0,1,0,0,1,3.28,1640.0,500.0,0.0,1,78,18.72,-0.55,NORMAL RISK
US Postal Service,HOMEWOOD_1437755,AL,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.27,1635.0,500.0,0.0,1,27,9.91,-0.43,NORMAL RISK
US Postal Service,NEGAUNEE_1374537,MI,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,3.27,1635.0,500.0,0.0,1,27,9.91,-0.43,NORMAL RISK
City of Corona,Fire Station 6,CA,922160,"Fire departments (e.g., government, volunteer (except private))",1,4.0,2,0,2,0,6.54,1635.0,500.0,0.0,2,54,19.65,-0.2,NORMAL RISK
Elevated Drywall,Elevated Drywall,UT,238310,Drywall contractors,21,2.0,1,0,1,0,3.26,1630.0,500.0,0.0,1,26,5.51,-0.17,NORMAL RISK
IGT,O-ROBINSONVILLE OFFICE WHSE US219,MS,713290,Other Gambling Industries,1,3.0,2,0,1,0,4.89,1630.0,666.67,0.0,1,89,4.24,0.05,NORMAL RISK
US Postal Service,BOVEY_1355511,MN,491110,Mail and Parcel Delivery,1,6.0,4,0,2,0,9.78,1630.0,666.67,0.0,2,178,9.91,-0.01,NORMAL RISK
DEVA Logistics LLC,Deva Logistics LLC - WMG1,AL,492110,"Courier services (i.e., intercity network) (except establishments operating under a universal service obligation)",21,2.0,1,0,1,0,3.26,1630.0,500.0,0.0,1,26,32.44,-0.42,NORMAL RISK
CAMDEN DEVELOPMENT INC,CAMDEN GRAND HARBOR,TX,531110,Lessors Residential Bldgs Dwellings,1,4.0,2,0,1,1,6.51,1627.5,500.0,0.0,2,101,2.34,0.51,NORMAL RISK
Optivest Properties Co,RightSpace28,CA,531130,Lessors of self storage units,1,2.0,1,0,0,1,3.25,1625.0,500.0,0.0,1,75,1.34,0.3,NORMAL RISK
